record_id,date,state,district,latitude,longitude,rainfall_3h_mm,rainfall_24h_mm,rainfall_7d_mm,rainfall_forecast_72h_mm,soil_moisture_pct,soil_depth_cm,slope_angle_deg,elevation_m,ndvi,lithology_risk,land_use,distance_to_road_m,distance_to_stream_m,drainage_density_km_km2,curvature_index,road_cutting_index,seismicity_index,historical_landslides_5yr,crack_report_count,sensor_vibration_mm_s,risk_score,risk_level,landslide_event_next_72h,data_split
NER-038343,2025-12-28,Sikkim,Dima Hasao,27.77408,88.26487,2.6,38.6,212.8,70.8,27.2,239.8,23.9,851.3,0.144,low,agriculture,1509,880.4,5.687,0.006,0.029,2.437,4,0,3.63,0.292,low,0,train
NER-038344,2025-12-29,Tripura,Tamenglong,23.60659,91.87942,103,330.1,950,338.3,70.6,112.5,37.6,66.1,0.222,medium,agriculture,693.4,1233.1,1.336,0.207,0.123,1.81,4,0,2.54,0.71,high,1,train
NER-038345,2025-12-30,Arunachal Pradesh,East Khasi Hills,27.41015,94.18286,0,20.7,150.7,63.7,39.9,30.1,34,771.7,0.713,low,settlement,40.2,1393.4,4.241,-0.466,0.177,0.905,2,2,1.78,0.347,low,0,train
NER-038346,2025-12-31,Assam,Aizawl,25.74375,92.37709,99.1,288.1,950,514.1,62.9,223.2,12.2,3516.6,0.179,high,forest,969.5,991.2,4.821,-0.458,0.195,3.891,4,0,1.37,0.694,medium,1,train
NER-038347,2021-01-01,Manipur,Kohima,24.85377,94.07663,12,45,228.1,66.6,31.1,44.7,48.3,2448.3,0.436,low,barren slope,1101.3,974.1,2.879,-0.612,0.665,1.731,1,1,5.14,0.441,low,0,train
NER-038348,2021-01-02,Meghalaya,West Sikkim,25.67969,90.7825,69.1,240.1,848.3,330,55.5,141.1,40.6,689.8,0.611,low,barren slope,779.3,1466.3,6.346,0.654,0.482,3.171,3,0,3.31,0.609,medium,1,train
NER-038349,2021-01-03,Mizoram,Lunglei,23.80889,92.56995,28.8,97.3,205.3,87.9,30.2,175.8,44.9,1615.7,0.672,high,road corridor,61.5,344.7,3.398,0.347,0.799,2.879,5,1,1.96,0.504,medium,0,train
NER-038350,2021-01-04,Nagaland,North Tripura,25.84475,93.61965,80.7,273.3,950,570.5,65.6,50,15.2,1879.2,0.892,low,barren slope,1405.2,982.7,1.813,0.403,0.593,2.473,2,0,2.71,0.65,medium,0,train
NER-038351,2021-01-05,Sikkim,Tawang,27.02686,88.24699,63.2,211.7,547.5,498.7,47.7,207.6,27.6,862,0.507,low,forest,1416.1,1321.9,4.981,0.546,0.78,2.008,3,3,3.58,0.509,medium,0,train
NER-038352,2021-01-06,Tripura,East Siang,23.8176,91.40923,93.6,216.8,617.6,614.4,54.1,38.1,24.2,1584.9,0.672,low,agriculture,352.4,634.1,7.479,-0.156,0.356,1.535,3,0,2,0.569,medium,0,train
NER-038353,2021-01-07,Arunachal Pradesh,Dima Hasao,28.04413,93.29516,85.2,287.4,950,167.3,62.5,8.4,32.7,3524.3,0.47,low,barren slope,1085.2,122.8,7.365,0.804,0.813,1.171,2,2,1.99,0.684,medium,1,train
NER-038354,2021-01-08,Assam,Tamenglong,25.95972,92.72697,26.6,103.7,503.9,131.5,55.5,100.7,21.4,990.5,0.614,high,barren slope,179.7,1028,4.965,0.359,0.702,5.168,4,3,4.51,0.529,medium,1,train
NER-038355,2021-01-09,Manipur,East Khasi Hills,24.56369,93.42906,49.3,193.8,379,259.1,39.2,211.3,26.4,1739.2,0.696,low,forest,1134.7,1105.8,3.538,0.57,0.277,5.296,1,2,4.75,0.45,medium,0,validation
NER-038356,2021-01-10,Meghalaya,Aizawl,25.8938,91.24333,33,87.5,263.2,272.7,45.9,72.8,27.1,205.8,0.89,high,forest,1288.2,325.8,7.172,0.42,0.619,4.167,4,0,2.36,0.505,medium,0,validation
NER-038357,2021-01-11,Mizoram,Kohima,23.38031,92.49583,15.6,29.8,201.2,72.4,25.3,151.2,39.7,3365.5,0.178,low,barren slope,1274.6,1502.8,5.723,0.5,0.204,3.915,4,2,1.6,0.337,low,0,validation
NER-038358,2021-01-12,Nagaland,West Sikkim,26.02575,94.24434,65.1,150.9,520.7,80.6,44.1,5,24,926.9,0.773,low,forest,207,1554.9,4.2,0.978,0.166,2.499,0,0,4.83,0.454,medium,0,test
NER-038359,2021-01-13,Sikkim,Lunglei,27.74939,88.8616,19.4,66.2,191.3,98.3,29.5,77.5,48.4,218.9,0.428,high,agriculture,1239.6,1372.4,2.479,-0.347,0.73,4.422,1,1,4.44,0.519,medium,0,test
NER-038360,2021-01-14,Tripura,North Tripura,24.21055,91.13383,106.3,417.4,950,680,77.6,86.2,41.8,3252.2,0.147,high,agriculture,555.7,480.7,0.973,-0.529,0.55,1.499,4,0,5.62,0.924,high,1,test
NER-038361,2021-01-15,Arunachal Pradesh,Tawang,27.19976,94.07933,34.1,73.5,329.7,87.2,41.3,153.8,39.9,3632.2,0.272,low,settlement,1486.9,494.5,0.207,-0.68,0.946,1.343,1,1,1.81,0.449,low,0,train
NER-038362,2021-01-16,Assam,East Siang,26.56185,93.01675,36.9,67.5,315.7,100,40.3,64.1,35.5,720.6,0.442,low,barren slope,784.7,295,0.572,0.465,0.26,4.086,4,2,4.88,0.458,medium,0,train
NER-038363,2021-01-17,Manipur,Dima Hasao,24.39005,94.43777,27.5,64.8,264,200,47.6,214.6,21.8,1003.1,0.856,low,barren slope,415.6,1344.4,3.057,-0.533,0.824,2.368,1,3,3.93,0.35,low,0,train
NER-038364,2021-01-18,Meghalaya,Tamenglong,25.1052,90.96386,54.1,166.9,556.9,252.5,51.3,160.8,48.5,2025.5,0.856,low,barren slope,1772.5,485.4,6.277,0.911,0.274,2.242,4,2,3.5,0.55,medium,0,train
NER-038365,2021-01-19,Mizoram,East Khasi Hills,23.80894,93.2918,111.9,294.9,620.3,680,52.5,186.8,21.7,4058.2,0.131,high,settlement,674.1,604.8,4.251,-0.186,0.194,0.902,0,0,1.43,0.63,medium,1,train
NER-038366,2021-01-20,Nagaland,Aizawl,26.17522,93.95764,33.9,76.7,368.6,103.8,43.5,81.8,24.1,2170.9,0.64,low,road corridor,174.7,1355.3,5.806,0.035,0.669,0.257,4,1,2.44,0.398,low,0,train
NER-038367,2021-01-21,Sikkim,Kohima,27.11903,89.07387,97,364.1,950,680,68.4,17.1,28.3,1843,0.867,low,barren slope,1219.4,1112,3.398,-0.465,0.793,5.382,2,3,1.15,0.729,high,0,train
NER-038368,2021-01-22,Tripura,West Sikkim,24.15637,91.21938,23,45,97.2,89.1,22.4,156.9,48.5,629.2,0.817,high,forest,1630.8,270.2,3.474,-0.152,0.199,5.492,1,1,2.1,0.422,low,0,train
NER-038369,2021-01-23,Arunachal Pradesh,Lunglei,27.64465,92.98688,56.7,158.5,626.5,457.1,59.9,43.8,21.7,1364.6,0.679,medium,barren slope,258.1,1174,6.032,-0.423,0.368,4.607,3,0,2.68,0.567,medium,0,train
NER-038370,2021-01-24,Assam,North Tripura,26.66752,93.41765,18.1,72.1,272.9,219.9,39.4,205.1,45.3,1459.9,0.346,low,barren slope,1773,364.6,5.344,0.285,0.181,2.406,4,2,2.68,0.392,low,1,train
NER-038371,2021-01-25,Manipur,Tawang,24.30318,93.4781,69.2,147.5,705.9,213.3,52.9,250.8,43.1,1414.6,0.559,high,settlement,95.4,1134.5,5.341,-0.388,0.853,0.337,4,1,3.45,0.613,medium,1,train
NER-038372,2021-01-26,Meghalaya,East Siang,25.89027,91.25791,69.1,252.8,950,419.3,63.6,137.4,49.3,3520.4,0.846,low,settlement,1451.9,1405.3,1.193,0.964,0.449,4.345,5,2,2.77,0.684,medium,1,train
NER-038373,2021-01-27,Mizoram,Dima Hasao,23.78034,92.39451,50.9,150.9,311.3,228.8,38.5,122,11.1,1200.2,0.396,high,forest,1325.8,67.2,4.514,-0.385,0.593,2.154,3,0,4.68,0.479,medium,1,train
NER-038374,2021-01-28,Nagaland,Tamenglong,26.14105,93.75341,15.9,53.3,208.6,68,35.7,85,30.1,1093.4,0.795,low,barren slope,535.2,1520.1,1.685,-0.426,0.619,4.603,3,2,3.57,0.34,low,0,train
NER-038375,2021-01-29,Sikkim,East Khasi Hills,27.34908,88.51929,27.9,82,362.7,173.6,48.7,183.1,17.5,3129.9,0.565,medium,forest,725.9,147,6.683,0.055,0.646,0.341,2,1,2.55,0.392,low,0,validation
NER-038376,2021-01-30,Tripura,Aizawl,23.3869,90.87733,7.8,28.9,200.4,141.3,44.3,149.3,49,3060.2,0.772,medium,settlement,792.2,222.8,6.642,0.888,0.31,5.248,3,2,4.79,0.415,low,1,validation
NER-038377,2021-01-31,Arunachal Pradesh,Kohima,27.83232,92.98962,41.6,79.6,387.3,107.6,41.6,201.8,27.6,1627.7,0.449,high,settlement,29.8,1151.2,1.687,0.728,0.136,0.777,4,1,4.14,0.413,low,1,validation
NER-038378,2021-02-01,Assam,West Sikkim,26.30507,92.49622,82.4,245.7,950,553.3,70.9,214.1,15.2,1516.8,0.661,medium,forest,1712,1139.1,6.632,0.396,0.787,2.954,4,3,0.91,0.616,medium,1,test
NER-038379,2021-02-02,Manipur,Lunglei,24.90933,94.09568,32.8,115,447.4,167.4,38.7,146.8,10.6,2687.4,0.549,high,road corridor,456.2,1042,0.723,0.2,1,1.096,0,3,1.73,0.443,low,0,test
NER-038380,2021-02-03,Meghalaya,North Tripura,25.68632,91.18459,67.1,176.3,692.8,94.5,51.4,202.3,20.9,3650.1,0.432,medium,settlement,22.9,78.2,3.255,0.572,0.66,5.366,0,0,2.09,0.545,medium,1,test
NER-038381,2021-02-04,Mizoram,Tawang,23.16601,92.46093,48.9,89.6,353.4,241,40.8,50.6,13.2,999.6,0.698,low,settlement,938.3,1035.5,2.119,-0.118,0.842,2.611,0,3,0.99,0.354,low,0,train
NER-038382,2021-02-05,Nagaland,East Siang,25.58202,94.32086,34.8,157.7,429.9,166.4,48.2,238,29.5,861.5,0.358,low,agriculture,94.4,1515.6,4.337,-0.246,0.649,4.46,0,0,3.94,0.464,medium,1,train
NER-038383,2021-02-06,Sikkim,Dima Hasao,26.88877,88.80365,84.5,137,519.4,195.1,39.6,140.4,27.1,4078.9,0.193,low,agriculture,55.2,800.6,5.004,0.734,0.735,0.257,3,2,0.81,0.5,medium,0,train
NER-038384,2021-02-07,Tripura,Tamenglong,24.19492,90.96447,47.1,144.5,422,447.1,40.7,229.1,45.6,1152.4,0.652,low,forest,1116,1281.7,1.335,-0.337,0.409,1.438,3,0,2.68,0.507,medium,1,train
NER-038385,2021-02-08,Arunachal Pradesh,East Khasi Hills,27.40223,93.17968,15.6,39,146.9,95.4,29.6,70.8,43.6,1769.1,0.684,low,barren slope,1665.9,1334.6,5.192,0.584,0.573,3.047,3,0,5.68,0.372,low,0,train
NER-038386,2021-02-09,Assam,Aizawl,26.41377,92.41431,107,161.2,770.3,362.5,61.2,181.3,29.8,2820.2,0.54,high,agriculture,543.8,851.4,1.941,-0.465,0.421,4.375,0,0,0.87,0.638,medium,0,train
NER-038387,2021-02-10,Manipur,Kohima,25.25071,94.00647,87.6,303.9,950,573.8,71.2,29.8,50.6,3074.3,0.182,high,agriculture,910.5,1159.4,2.461,0.077,0.365,1.042,5,2,2.88,0.895,high,1,train
NER-038388,2021-02-11,Meghalaya,West Sikkim,25.59162,91.44833,89,330.3,690.4,680,52.9,86.5,50.2,2961.7,0.083,high,agriculture,1248.8,599.8,1.098,0.884,0.938,3.887,3,3,4.67,0.828,high,1,train
NER-038389,2021-02-12,Mizoram,Lunglei,24.12339,92.26836,0.8,35.6,129.3,25,30.9,167.1,19.2,2106.2,0.615,medium,settlement,838.4,194,4.65,-0.745,0.646,4.844,3,2,1.12,0.277,low,0,train
NER-038390,2021-02-13,Nagaland,North Tripura,26.16788,94.7445,108.5,375.7,950,680,72.3,140.7,32.2,133.1,0.592,low,barren slope,827.7,733.3,7.22,0.887,0.007,0.317,3,0,4.98,0.742,high,1,train
NER-038391,2021-02-14,Sikkim,Tawang,27.02325,88.30306,45.4,146.9,669.5,153.3,63,243.9,29,3228.7,0.699,high,barren slope,428.8,137.1,6.658,0.749,0.27,5.342,3,2,2.5,0.56,medium,1,train
NER-038392,2021-02-15,Tripura,East Siang,23.73416,91.38288,64.1,107.4,352.3,159.2,43.4,49.3,38.3,3360.7,0.336,low,agriculture,770.1,327.3,6.816,0.401,0.535,3.679,2,0,1.7,0.47,medium,1,train
NER-038393,2021-02-16,Arunachal Pradesh,Dima Hasao,27.17979,93.96949,29.1,89.3,441.7,137.3,37.4,83.3,41.2,3773.4,0.688,high,road corridor,673.4,1362,2.744,-0.391,0.618,0.739,2,2,2.99,0.516,medium,0,train
NER-038394,2021-02-17,Assam,Tamenglong,26.64383,92.42908,78.5,124.6,483.9,287,47,40.9,48.5,2789.1,0.449,low,agriculture,1379.6,849.2,6.227,0.592,0.438,1.127,4,0,3.45,0.557,medium,0,train
NER-038395,2021-02-18,Manipur,East Khasi Hills,25.00546,94.19674,23.7,56,292,187.2,44.5,60,5.3,3432.3,0.748,high,barren slope,1796.3,1105.8,2.94,-0.251,0.768,1.579,2,3,4.66,0.409,low,0,validation
NER-038396,2021-02-19,Meghalaya,Aizawl,25.96535,91.79888,112.9,389.1,950,319,61.7,10.5,25.8,3590.6,0.329,low,settlement,394.8,1408.3,4.46,0.205,0.832,2.182,0,2,2.61,0.736,high,1,validation
NER-038397,2021-02-20,Mizoram,Kohima,23.39585,93.21437,54.8,113.8,527.3,320.8,58.3,229.6,5.3,3741.6,0.417,low,barren slope,585.8,931.1,2.47,-0.974,0.977,3.303,3,2,4.66,0.408,low,0,validation
NER-038398,2021-02-21,Nagaland,West Sikkim,26.0793,93.80415,19.8,74.6,350.3,209.5,44.7,194.9,21.2,1186.3,0.749,low,agriculture,699.6,85,6.638,-0.557,0.307,4.228,3,1,4.8,0.361,low,1,test
NER-038399,2021-02-22,Sikkim,Lunglei,27.47365,88.66395,115,172.9,797,373.6,54,124.7,5.2,1722.1,0.808,low,barren slope,403.9,1127.6,6.369,0.932,0.225,5.064,0,1,0.75,0.482,medium,1,test
NER-038400,2021-02-23,Tripura,North Tripura,23.91928,91.07995,34.2,143.2,742.3,156.4,51.8,19.2,25.1,3468,0.594,low,road corridor,194.5,1343.1,5.047,0.484,0.594,4.276,3,0,1.44,0.507,medium,0,test
NER-038401,2021-02-24,Arunachal Pradesh,Tawang,26.97634,93.19181,40.7,113.3,224.9,283.4,37.7,81.5,26.3,2066.4,0.448,high,barren slope,1562.5,1194.9,7.118,0.925,0.075,1.305,1,1,4.69,0.501,medium,0,train
NER-038402,2021-02-25,Assam,East Siang,26.4564,92.79301,93.2,305.1,950,537.8,75.2,148.9,4.5,2463.2,0.5,medium,road corridor,1524.8,810.8,0.795,0.616,0.56,4.486,2,1,3.84,0.625,medium,1,train
NER-038403,2021-02-26,Manipur,Dima Hasao,24.48764,93.72306,57.2,104.8,299.8,339.5,42,28.9,21,3157.4,0.489,low,agriculture,787.4,26.5,2.873,-0.623,0.492,3.86,4,1,1.52,0.461,medium,0,train
NER-038404,2021-02-27,Meghalaya,Tamenglong,25.32763,91.03129,54.1,138.5,570.6,117.2,45.2,193.9,30.1,1129.9,0.108,medium,barren slope,382.7,69.7,0.379,-0.003,0.405,0.964,3,2,1.54,0.465,medium,0,train
NER-038405,2021-02-28,Mizoram,East Khasi Hills,23.31269,92.81689,37.3,96.3,313.2,165.5,47.4,52.8,31.6,1633.7,0.227,low,barren slope,1563.4,579.3,5.214,-0.855,0.072,5.316,3,2,4.5,0.43,low,0,train
NER-038406,2021-03-01,Nagaland,Aizawl,26.60791,93.87494,6.2,30.9,119.8,135.8,38.4,43.3,50.7,1789.5,0.558,medium,agriculture,844.3,407.8,1.75,0.047,0.18,3.067,2,2,3.5,0.466,medium,1,train
NER-038407,2021-03-02,Sikkim,Kohima,27.497,88.30306,3.3,18.7,118.1,112.2,33.5,24.9,45.8,3306.1,0.352,medium,barren slope,1258,1484.5,7.187,-0.228,0.342,4.39,2,0,3.06,0.412,low,1,train
NER-038408,2021-03-03,Tripura,West Sikkim,23.72588,91.94841,100.1,179.4,865.5,186,74.2,57.5,50.2,910.2,0.604,high,road corridor,305.5,1060.2,6.392,0.453,0.957,4.478,5,2,3.61,0.79,high,1,train
NER-038409,2021-03-04,Arunachal Pradesh,Lunglei,27.78916,93.8997,32.1,119.9,556.6,299.3,48.1,96,39.3,3840.9,0.642,medium,road corridor,1691.2,1119.1,6.564,0.311,0.465,4.074,2,0,1.62,0.556,medium,1,train
NER-038410,2021-03-05,Assam,North Tripura,26.22355,93.45389,12.1,32,208.4,91.7,31.1,215.1,48.6,2437.4,0.458,high,road corridor,1454.5,339.6,6.306,0.809,0.475,0.546,2,0,4.02,0.463,medium,0,train
NER-038411,2021-03-06,Manipur,Tawang,24.64728,93.61233,24.8,45.7,203.5,79,30.4,250.8,8.8,185,0.407,low,barren slope,72.8,1378.5,3.999,0.778,0.91,3.546,1,2,2.77,0.252,low,0,train
NER-038412,2021-03-07,Meghalaya,East Siang,25.85955,90.88593,110.1,301.6,923.9,680,68.8,121.1,45.3,890.5,0.082,high,forest,1021.3,1252.8,4.296,0.879,0.236,4.64,5,1,3.63,0.892,high,1,train
NER-038413,2021-03-08,Mizoram,Dima Hasao,24.08916,92.51412,28.3,45.9,249.4,162.3,42.5,240,45.3,212.3,0.859,medium,road corridor,1592.1,1579.8,5.297,0.219,0.783,4.84,1,2,5.67,0.429,low,0,train
NER-038414,2021-03-09,Nagaland,Tamenglong,25.55624,94.42732,69.4,237.1,775.4,495.5,67.7,130.5,50.2,3331.8,0.232,low,settlement,179.8,868.9,1.865,-0.518,0.27,0.52,4,0,4.49,0.681,medium,1,train
NER-038415,2021-03-10,Sikkim,East Khasi Hills,26.98628,88.90742,76.4,247.2,950,333.5,62.3,219.9,5.5,2136.6,0.263,medium,road corridor,1604.6,41.7,5.89,-0.586,0.477,2.796,2,0,4.81,0.542,medium,0,validation
NER-038416,2021-03-11,Tripura,Aizawl,23.59049,91.02628,111.4,210.5,441.3,411.5,54.1,82.3,8.9,776,0.437,low,barren slope,701.6,122.6,5.819,0.003,0.211,3.973,0,1,3.31,0.526,medium,0,validation
NER-038417,2021-03-12,Arunachal Pradesh,Kohima,27.40146,93.96654,8.9,49.4,264.8,110,36.2,101.4,7.8,601,0.142,low,road corridor,240.8,149.1,1.31,0.201,1,0.257,2,1,3.83,0.294,low,0,validation
NER-038418,2021-03-13,Assam,West Sikkim,26.12831,92.75483,35.6,147.2,343.6,194.9,47.3,104.3,11.2,2862,0.565,high,settlement,1222.5,559.1,2.469,0.532,0.587,2.715,2,0,0.76,0.467,medium,0,test
NER-038419,2021-03-14,Manipur,Lunglei,24.87031,94.26176,74.4,111.7,420.3,204,50,93.5,36.8,3184.4,0.119,medium,barren slope,972.4,170.2,1.782,-0.575,0.162,1.299,2,2,1.39,0.52,medium,0,test
NER-038420,2021-03-15,Meghalaya,North Tripura,25.7031,90.84848,70.2,114.1,436.3,152.2,40.7,32.4,50.9,1641.3,0.146,medium,forest,801,779.1,1.652,0.624,0.419,0.308,2,1,3.9,0.605,medium,1,test
NER-038421,2021-03-16,Mizoram,Tawang,23.82645,92.46461,16,68.9,214.6,95.6,38.8,69.2,28.2,413.8,0.493,medium,agriculture,315.8,318.1,7.11,-0.49,0.831,3.462,2,3,3.31,0.454,medium,1,train
NER-038422,2021-03-17,Nagaland,East Siang,26.03778,94.62704,91.2,360.9,950,680,67.6,53.8,20.3,2692.3,0.46,medium,forest,793.6,560.8,4.545,0.685,0.238,1.344,2,2,4.97,0.71,high,1,train
NER-038423,2021-03-18,Sikkim,Dima Hasao,27.57042,88.93441,91.3,327,950,638.9,71.8,82.1,43.2,3104,0.086,low,forest,982.2,1539.6,0.279,-0.34,0.853,4.759,2,2,2.53,0.782,high,1,train
NER-038424,2021-03-19,Tripura,Tamenglong,24.31059,90.89688,84.9,299.6,950,680,69.8,11.1,39.1,1611.9,0.231,low,road corridor,1457.9,1491.9,4.794,-0.013,0.507,0.893,4,1,5.43,0.785,high,1,train
NER-038425,2021-03-20,Arunachal Pradesh,East Khasi Hills,26.98239,93.88601,114.7,390.7,950,439.3,64.8,37.5,41.3,682.8,0.17,medium,agriculture,10.3,813.5,3.559,-0.315,0.699,4.442,1,0,3.11,0.86,high,1,train
NER-038426,2021-03-21,Assam,Aizawl,26.16463,92.63425,13.8,33.2,141,122,33.2,237.9,38.9,3442.9,0.715,high,agriculture,462.5,923.3,1.046,-0.699,0.013,4.468,3,2,2.95,0.368,low,0,train
NER-038427,2021-03-22,Manipur,Kohima,25.17863,94.13885,89.5,334.7,950,680,62.8,25.5,36.1,3104.1,0.344,medium,forest,346.5,506.5,7.313,0.447,0.153,2.787,2,0,1.53,0.774,high,1,train
NER-038428,2021-03-23,Meghalaya,West Sikkim,25.56122,92.04993,6,19.5,95.5,108.6,39.4,167.7,24.7,3739.2,0.264,low,settlement,484.3,1572.9,6.291,0.162,0.565,5.005,0,0,2.41,0.284,low,1,train
NER-038429,2021-03-24,Mizoram,Lunglei,24.01167,92.8472,12.1,58.1,247.3,150,28.7,209.9,45.5,3746.1,0.485,medium,barren slope,996.6,1478.5,5.119,0.936,0.297,5.146,4,1,4.98,0.466,medium,0,train
NER-038430,2021-03-25,Nagaland,North Tripura,26.57697,94.6352,62.6,106.6,425.9,220.9,50,33.4,32.9,370.9,0.755,high,settlement,762.7,96.2,2.901,0.751,0.762,0.858,1,2,4.94,0.538,medium,0,train
NER-038431,2021-03-26,Sikkim,Tawang,27.11426,88.81169,0.6,20.7,110,52,38.7,18.8,33.7,1507.5,0.468,low,forest,1650.2,675.1,3.786,-0.032,0.558,4.01,4,2,4.43,0.385,low,0,train
NER-038432,2021-03-27,Tripura,East Siang,23.74458,91.88889,89.4,155.4,710.4,237.7,52.3,49.5,31.3,3552.4,0.185,low,barren slope,1331.4,877.4,3.986,0.414,0.065,2.308,3,0,2.96,0.57,medium,1,train
NER-038433,2021-03-28,Arunachal Pradesh,Dima Hasao,27.78705,94.17213,56.5,185.8,645.4,354.9,46.1,11,38.4,798.8,0.145,high,barren slope,237.1,1179.9,0.992,0.511,0.812,2.094,2,2,1.44,0.692,medium,0,train
NER-038434,2021-03-29,Assam,Tamenglong,26.1374,93.42586,21.6,76.8,263.3,160.3,28.1,33.6,6.3,3441.2,0.452,high,road corridor,182.1,811.1,2.051,0.79,1,0.347,1,3,0.74,0.362,low,0,train
NER-038435,2021-03-30,Manipur,East Khasi Hills,25.13007,93.68145,34.5,102.6,328.9,188.2,45.3,36.7,45.6,1626.8,0.412,medium,settlement,1365.8,1233.8,3.513,0.632,0.554,2.931,3,0,5.31,0.512,medium,0,validation
NER-038436,2021-03-31,Meghalaya,Aizawl,25.3978,90.7666,41.2,128.9,434.7,169.6,38.4,31.2,39.7,998.7,0.459,low,barren slope,1310.1,901,2.058,-0.42,0.8,2.713,2,2,5.08,0.512,medium,0,validation
NER-038437,2021-04-01,Mizoram,Kohima,24.0179,92.56104,51.5,103.5,174.7,68.4,25.6,94.2,50,93.9,0.39,medium,barren slope,1539.4,499.3,5.768,-0.927,0.133,0.487,2,2,1.48,0.439,low,0,validation
NER-038438,2021-04-02,Nagaland,West Sikkim,26.60917,94.30815,84.4,165.9,817.1,223.2,54.7,155.6,34.9,487.5,0.276,medium,road corridor,1333.1,13.1,7.498,0.932,0.884,0.7,5,1,3.19,0.633,medium,1,test
NER-038439,2021-04-03,Sikkim,Lunglei,27.4186,88.33726,68.1,223,950,525.1,73.9,46.9,8.7,3380.6,0.668,low,road corridor,1408.5,1241.7,1.667,-0.548,0.396,4.536,1,0,1.91,0.555,medium,1,test
NER-038440,2021-04-04,Tripura,North Tripura,23.41182,90.77625,16,56.6,243.8,180.1,27.3,113.7,20.9,189.8,0.567,medium,settlement,1350.9,1091.1,3.267,0.447,0.068,3.234,0,0,2.38,0.352,low,0,test
NER-038441,2021-04-05,Arunachal Pradesh,Tawang,27.85646,94.05919,24.7,70.9,236.3,82.8,31.5,72,30.3,2298.3,0.171,high,settlement,186.5,1234.9,0.565,-0.92,0.293,2.061,4,1,1.06,0.438,low,1,train
NER-038442,2021-04-06,Assam,East Siang,25.66247,92.55871,13.1,48.8,199.4,118.9,43.7,156.4,6.2,1673.3,0.627,medium,road corridor,968.2,1122.1,1.048,0.826,0.864,1.711,0,2,4.61,0.279,low,1,train
NER-038443,2021-04-07,Manipur,Dima Hasao,24.91838,93.99768,69.8,187,410,383.4,43.4,15,16.4,3039.3,0.756,medium,barren slope,946.7,725,3.524,0.42,0.801,1.656,0,2,4.33,0.505,medium,0,train
NER-038444,2021-04-08,Meghalaya,Tamenglong,25.53765,91.42009,6.6,14.4,84.8,49.7,21,106.5,19.8,1017.5,0.825,high,agriculture,1404.4,1538.3,1.199,0.122,0.765,2.102,4,3,2.17,0.308,low,1,train
NER-038445,2021-04-09,Mizoram,East Khasi Hills,23.30411,93.12561,77.4,191.1,778.6,494.8,56.1,33.9,28.9,238.5,0.45,medium,road corridor,1672.3,1117.9,5.577,-0.847,1,3.456,4,3,1.79,0.693,medium,1,train
NER-038446,2021-04-10,Nagaland,Aizawl,26.48068,94.49761,22.1,75,304.8,251.9,32.2,193.2,44.7,2652.6,0.324,low,agriculture,1535.2,774.7,2.552,0.633,0.26,3.574,3,0,5.8,0.413,low,0,train
NER-038447,2021-04-11,Sikkim,Kohima,27.62018,87.9794,63.2,140.4,714.3,363.5,51.1,193.9,9.9,1101,0.218,high,forest,777.4,179.1,2.105,0.881,0.885,4.826,3,2,1.2,0.536,medium,0,train
NER-038448,2021-04-12,Tripura,West Sikkim,24.09259,91.17824,37.8,154.4,753.2,272.2,66.5,119.3,40.8,2964.6,0.877,low,agriculture,1226.8,882.9,1.709,0.41,0.815,2.373,2,3,2.27,0.592,medium,1,train
NER-038449,2021-04-13,Arunachal Pradesh,Lunglei,27.51759,94.10183,3.1,24.3,93.4,109.5,39,214.5,33.6,3037,0.212,low,agriculture,946.8,1289,6.613,0.454,0.591,5.067,3,2,3.59,0.343,low,1,train
NER-038450,2021-04-14,Assam,North Tripura,26.3666,92.35715,52.4,151.3,407.8,457.3,40.8,22.7,6.9,576.2,0.085,low,agriculture,1192.3,1085.7,3.754,-0.605,0.504,5.233,2,2,0.5,0.438,low,0,train
NER-038451,2021-04-15,Manipur,Tawang,24.27327,94.26601,91.5,299.6,950,382.9,69.1,82.4,7.5,2037.6,0.423,low,forest,521.3,69.4,6.919,-0.09,0.097,3.892,4,0,1.64,0.57,medium,0,train
NER-038452,2021-04-16,Meghalaya,East Siang,25.56652,90.97735,15.2,54.3,284,131.5,43,141.5,33.6,786,0.686,medium,settlement,1164.9,602.1,0.563,0.186,0.616,5.036,2,0,1.97,0.434,low,0,train
NER-038453,2021-04-17,Mizoram,Dima Hasao,23.61526,92.18068,56.8,139.7,306.2,402.2,43.1,61.4,3.6,3337.7,0.764,low,barren slope,1151.4,1015.4,5.743,-0.939,0.438,4.157,1,1,0.85,0.378,low,0,train
NER-038454,2021-04-18,Nagaland,Tamenglong,26.34874,94.45058,80.6,159.5,743.2,440.4,63.7,8.1,4.7,1967.2,0.189,high,forest,1773.7,1174.4,4.33,-0.582,0.666,2.75,1,0,3.36,0.652,medium,0,train
NER-038455,2021-04-19,Sikkim,East Khasi Hills,27.49166,88.87674,66.2,195.2,411.9,134.3,53.8,118.7,40.1,1845.4,0.582,high,settlement,1203,333.7,7.009,0.684,0.41,3.123,3,0,5.74,0.618,medium,0,validation
NER-038456,2021-04-20,Tripura,Aizawl,23.62811,91.85945,34.9,109.8,380.4,277.1,39,47,23.8,514.6,0.682,medium,barren slope,1146.5,1320.4,4.886,-0.223,0.471,2.124,0,2,2.21,0.439,low,1,validation
